#systematic_name	gene_name	transcript_clusters
NA	ESRP1	TC08000575.hg.1
NA	TRIM33	TC01003011.hg.1
NA	SUGT1	TC13000226.hg.1
NA	RNF34	TC12000958.hg.1
NA	SRP9	TC01001855.hg.1
NA	MIR663A	TC20000742.hg.1
NA	CNOT7	TC08001011.hg.1
NA	UGT1A8	
NA	DIS3	TC13001569.hg.1,TC13000727.hg.1
NA	PRRX1	TC01001484.hg.1
NA	TRAK1	TC03000217.hg.1
NA	RANBP2	TC02000668.hg.1
NA	TAT	TC16001249.hg.1
NA	NDRG4	TC16000503.hg.1,TC16001581.hg.1
NA	CHD7	TC08001940.hg.1,TC08000412.hg.1
NA	OGN	TC09001334.hg.1
NA	ATIC	TC02003807.hg.1,TC02001260.hg.1
NA	FBN1	TC15001335.hg.1
NA	TNFAIP6	TC02004639.hg.1,TC02000937.hg.1
NA	FBN2	TC05001752.hg.1
NA	SOX21	TC13001637.hg.1,TC13000798.hg.1
NA	DAP	TC05001164.hg.1
NA	CTPS2	TC0X000885.hg.1
NA	SLC35F5	TC02002229.hg.1
NA	BATF	TC14000474.hg.1
NA	TNIK	TC03003206.hg.1,TC03001998.hg.1
NA	NDOR1	TC09000842.hg.1
NA	TMPRSS12	TC12000398.hg.1
NA	MIR627	TC15001262.hg.1
NA	MIR601	TC09001572.hg.1
NA	SCUBE2	TC11001396.hg.1
NA	MYNN	TC03002650.hg.1,TC03000906.hg.1
NA	EFNB1	TC0X000362.hg.1
NA	MIR1246	TC02002557.hg.1
NA	MIR142	TC17001729.hg.1
NA	MT-CO3	
NA	RPL23	TC17001437.hg.1
NA	MIR134	TC14000750.hg.1
NA	PDCD1LG2	TC09000038.hg.1,TC09002391.hg.1
NA	MT1G	TC16001135.hg.1
NA	ITCH	TC20000239.hg.1,TC20001549.hg.1
NA	MIR328	TC16001182.hg.1
NA	TRPC1	TC03000770.hg.1
NA	HSPE1	TC02005004.hg.1
NA	HNRNPM	TC19002317.hg.1,TC19002320.hg.1,TC19000151.hg.1
NA	AGPS	TC02001065.hg.1
NA	MZF1	TC19001924.hg.1
NA	KAT8	TC16000371.hg.1
NA	GIT1	TC17001320.hg.1
NA	PSMC6	TC14000309.hg.1
NA	CIAPIN1	TC16001139.hg.1
NA	DNAJB6	TC07002716.hg.1,TC07001055.hg.1
NA	MEP1A	TC06000631.hg.1
NA	MIR552	TC01002487.hg.1
NA	SCG5	TC15000224.hg.1
NA	RPL34-AS1	TC04002670.hg.1,TC04001460.hg.1
NA	C5orf66	TC05000674.hg.1
NA	LINC01507	
NA	SRSF10P2	
NA	PYGO1	TC15001468.hg.1,TC15002548.hg.1
NA	ZNF346	TC05001008.hg.1
NA	LINC01617	
NA	LINC01618	TC04000302.hg.1
NA	LINC01296	TC14000026.hg.1,TC14001907.hg.1,TC22000438.hg.1,TC14000857.hg.1
NA	PTBP2	TC01000883.hg.1
NA	GIF	TC11001836.hg.1
NA	POU2AF1	TC11002278.hg.1,TC11002279.hg.1
NA	HERC2	TC15001092.hg.1
NA	CYTH2	TC19000704.hg.1
NA	CCL24	TC07001536.hg.1
NA	RAET1G	TC06002220.hg.1
NA	HAMP	TC19000464.hg.1
NA	LMO1	TC11001385.hg.1,TC11003044.hg.1
NA	MOB1A	TC02001993.hg.1
NA	GLRX3	TC10000933.hg.1
NA	IRF5	TC07000789.hg.1
NA	ACTA2	TC10001498.hg.1
NA	SIGLEC1	TC20000575.hg.1
NA	MED12	TC0X001753.hg.1,TC0X000382.hg.1,TC0X001752.hg.1
NA	TRG	
NA	EEF1E1	TC06004111.hg.1
NA	TUBB6	TC18000064.hg.1
NA	ARMCX1	TC0X000480.hg.1
NA	MORC1	TC03001635.hg.1
NA	TEX30	TC13000854.hg.1
NA	SLC39A14	TC08000170.hg.1
NA	ADAMTS9	TC03001527.hg.1
NA	ATG12	TC05003192.hg.1,TC05001694.hg.1
NA	GMDS	TC06001213.hg.1
NA	MIR340	TC05002143.hg.1
NA	RABGEF1	TC07003328.hg.1
NA	CDH4	TC20000481.hg.1
NA	TOM1L1	TC17000691.hg.1
NA	UAP1	TC01001422.hg.1
NA	ZNF148	TC03003392.hg.1,TC03003060.hg.1
NA	STK17B	TC02002637.hg.1
NA	FABP2	TC04001500.hg.1
NA	USP14	TC18000003.hg.1
NA	TXNDC5	TC06004109.hg.1
NA	DBP	TC19001688.hg.1
NA	LRRFIP1	TC02004920.hg.1,TC02003919.hg.1
NA	MAP7D2	TC0X000907.hg.1
NA	TRMT10A	TC04001413.hg.1
NA	KIF18A	TC11001517.hg.1
NA	HOXC13	TC12000445.hg.1
NA	NAT10	TC11000325.hg.1
NA	YWHAB	TC20000337.hg.1
NA	BCL2L15	TC01003007.hg.1,TC01005719.hg.1
NA	LAMP2	TC0X001325.hg.1
NA	PROZ	TC13000418.hg.1
NA	SERTAD1	TC19001540.hg.1
NA	SLC23A2	TC20000588.hg.1
NA	ANXA4	TC02000407.hg.1
NA	SIGMAR1	TC09001042.hg.1
NA	EEF1G	TC11003185.hg.1,TC11003483.hg.1
NA	GRHL2	TC08000629.hg.1
NA	FADS2	TC11000542.hg.1
NA	MIR675	
NA	MT-ND3	
NA	MMP28	TC17001376.hg.1
NA	GALR2	TC17000864.hg.1
NA	PHB2	TC12001153.hg.1
NA	MIR219A1	TC6_qbl_hap6000095.hg.1,TC6_mann_hap4000088.hg.1,TC6_cox_hap2000104.hg.1,TC06000414.hg.1,TC6_dbb_hap3000096.hg.1,TC6_mcf_hap5000089.hg.1
NA	TM4SF1	TC03001888.hg.1
NA	MIR202	TC10001782.hg.1
NA	HRK	TC12003107.hg.1,TC12002010.hg.1
NA	CBX3	TC07000160.hg.1
NA	ADAM28	TC08000190.hg.1
NA	NUCKS1	TC01003751.hg.1
NA	GLUD1	TC10001486.hg.1
NA	FDFT1	TC08000093.hg.1
NA	ZFX	TC0X000116.hg.1
NA	CSNK2A2	TC16001148.hg.1,TC16001149.hg.1
NA	CSTB	TC21000509.hg.1
NA	DEFB4A	TC08000051.hg.1
NA	DDX20	TC01000981.hg.1
NA	DPP6	TC07001032.hg.1
NA	RPS6KA1	TC01000347.hg.1
NA	COL6A3	TC02002905.hg.1
NA	AP2B1	TC17000399.hg.1
NA	MTHFS	TC15002651.hg.1,TC15002780.hg.1
NA	MIR103B2	TC20000581.hg.1
NA	MIR103B1	TC05000921.hg.1
NA	SYTL1	TC01000361.hg.1
NA	MIR615	TC12000453.hg.1
NA	MIR520G	TC19000843.hg.1
NA	MIR19B2	TC0X001383.hg.1
NA	EDAR	TC02002183.hg.1
NA	DSCC1	TC08001560.hg.1
NA	TAF1	TC0X000387.hg.1
NA	SIRT4	TC12000942.hg.1
NA	ANLN	TC07000235.hg.1
NA	FFAR4	TC10000665.hg.1,TC10002223.hg.1,TC10002222.hg.1
NA	SEPT1	TC16001029.hg.1
NA	MGEA5	TC10001613.hg.1
NA	SAA4	TC11003477.hg.1
NA	IRAK2	TC03000056.hg.1
NA	MT-ATP6	
NA	COPS6	TC07000609.hg.1
NA	CHGB	TC20000062.hg.1
NA	SI	TC03001966.hg.1
NA	DYNLRB1	TC20000242.hg.1
NA	TAF1B	TC02000053.hg.1
NA	MIR638	TC19000185.hg.1
NA	MIR587	TC06000853.hg.1
NA	DSC1	TC18000437.hg.1
NA	NKX2-3	TC10000712.hg.1
NA	MAGED4	TC0X001048.hg.1,TC0X000298.hg.1
NA	PRICKLE2	TC03001525.hg.1
NA	MIR551A	TC01002130.hg.1
NA	AHCY	TC20000780.hg.1
NA	SPG20	TC13000566.hg.1
NA	CDK5RAP3	TC17000618.hg.1
NA	MIR573	TC04001087.hg.1
NA	PTGDR	TC14000305.hg.1
NA	HCFC1R1	TC16000798.hg.1
NA	ROBO4	TC11002414.hg.1
NA	FAM134B	TC05001182.hg.1
NA	MIR603	TC10000171.hg.1
NA	BNC2	TC09000928.hg.1,TC09002414.hg.1
NA	INCENP	TC11000546.hg.1
NA	SYNJ2	TC06001128.hg.1
NA	PAQR3	TC04001325.hg.1
NA	ACKR2	TC03002310.hg.1,TC03003348.hg.1
NA	SERPINA10	TC14001464.hg.1
NA	BRAP	TC12001974.hg.1
NA	ATP5B	TC12001609.hg.1
NA	SAT2	TC17001093.hg.1
NA	KLRB1	TC12001202.hg.1
NA	VMP1	TC17000727.hg.1
NA	SOCS6	TC18000242.hg.1,TC18000761.hg.1
NA	SMYD2	TC01001790.hg.1
NA	MIR484	TC16000192.hg.1
NA	PGPEP1	TC19000355.hg.1
NA	CDCA8	TC01000476.hg.1
NA	ARHGAP35	TC10002692.hg.1,TC19000669.hg.1
NA	RAB22A	TC20000457.hg.1
NA	MIR217	TC02001870.hg.1
NA	MIR211	TC15001164.hg.1
NA	MIR198	TC03001691.hg.1
NA	BTF3	TC05000352.hg.1
NA	ALOX5AP	TC13000100.hg.1
NA	HS3ST2	TC16000252.hg.1
NA	MIR574	TC04000223.hg.1
NA	FNTB	TC14002300.hg.1
NA	LRG1	TC19002672.hg.1
NA	RPL22	TC01002145.hg.1
NA	FOXF2	TC06000010.hg.1
NA	FOXF1	TC16000668.hg.1
NA	FABP12	TC08001366.hg.1
NA	RPL18	TC19001687.hg.1
NA	LCN1	TC09000797.hg.1
NA	SNX1	TC15000588.hg.1
NA	HYAL3	TC03003411.hg.1
NA	AGTR2	TC0X001845.hg.1,TC0X000570.hg.1
NA	CDC16	TC13000435.hg.1
NA	TSPAN1	TC01000580.hg.1
NA	GALR1	TC18000259.hg.1
NA	DEPTOR	TC08002075.hg.1,TC08000698.hg.1
NA	MFN2	TC01000152.hg.1
NA	ITLN1	TC01003409.hg.1
NA	NLRP3	TC01002008.hg.1
NA	GPD1	TC12000388.hg.1
NA	KIR3DL1	TC19002657.hg.1
NA	ATG9B	TC07002025.hg.1,TC07001009.hg.1
NA	NEK11	TC03000708.hg.1
NA	ST6GALNAC4	TC09001615.hg.1
NA	TGM1	TC14000971.hg.1
NA	NDUFC2	TC11002132.hg.1
NA	KIAA1456	TC08000109.hg.1
NA	ARID2	TC12000331.hg.1
NA	CBX8	TC17001929.hg.1
NA	PRKAG1	TC12003276.hg.1
NA	CCL28	TC05001317.hg.1
NA	XCR1	TC03001354.hg.1,TC03002887.hg.1
NA	CREB5	TC07002222.hg.1,TC07000178.hg.1
NA	SLC26A2	TC05000825.hg.1
NA	EPB41	TC01000394.hg.1
NA	APRT	TC16001344.hg.1
NA	COG2	TC01001909.hg.1
NA	DUSP22	TC06000004.hg.1
NA	GAD2	TC10000180.hg.1
NA	NAF1	TC04001697.hg.1
NA	RHBDD2	TC07000476.hg.1
NA	SLC36A1	TC05003312.hg.1,TC05000840.hg.1
NA	ADK	TC10000479.hg.1
NA	ATP2A2	TC12000856.hg.1
NA	B4GALT1	TC09001008.hg.1
NA	MIR92B	TC01001294.hg.1
NA	PKLR	TC01003312.hg.1
NA	OTX1	TC02000362.hg.1
NA	PAOX	TC10002928.hg.1
NA	BVES	TC06001976.hg.1
NA	TNS3	TC07001363.hg.1
NA	FAM83E	TC19001686.hg.1
NA	FUT5	TC19002674.hg.1
NA	MIR410	TC14000762.hg.1
NA	NPEPPS	TC17000609.hg.1
NA	CDH12	TC05001200.hg.1
NA	NME9	TC03001822.hg.1
NA	MIR372	TC19000861.hg.1
NA	ACTA1	TC01003945.hg.1
NA	PFDN4	TC20000423.hg.1
NA	MIR339	TC07001078.hg.1
NA	C8orf44-SGK3	
NA	TNRC6A	TC16000264.hg.1,TC16001818.hg.1
NA	OLR1	TC12001216.hg.1
NA	RSPO3	TC06000968.hg.1
NA	IFITM2	TC11002483.hg.1,TC11000010.hg.1
NA	MIR760	TC01000865.hg.1
NA	PKD2	TC04000480.hg.1
NA	KIR2DS4	TC19002660.hg.1
NA	RPS23	TC05001547.hg.1
NA	KIF2A	TC05002400.hg.1,TC05003396.hg.1
NA	ANAPC1	TC02002211.hg.1,TC02000530.hg.1
NA	MTNR1B	TC11002828.hg.1,TC11000905.hg.1,TC11002827.hg.1
NA	PVR	TC19000624.hg.1
NA	APOM	TC06000377.hg.1,TC6_mann_hap4000063.hg.1,TC6_ssto_hap7000059.hg.1,TC6_cox_hap2000072.hg.1,TC6_mcf_hap5000058.hg.1,TC6_dbb_hap3000063.hg.1,TC6_qbl_hap6000063.hg.1
NA	LPCAT1	TC05001110.hg.1
NA	STAT2	TC12001602.hg.1
NA	AJUBA	TC14000943.hg.1
NA	FAM3B	TC21000187.hg.1
NA	AQP9	TC15000441.hg.1
NA	MIR590	TC07000452.hg.1
NA	CPEB4	TC05000967.hg.1
NA	CNN1	TC19000202.hg.1
NA	USP33	TC01002800.hg.1
NA	UQCRB	TC08001450.hg.1
NA	STAG3	TC07003338.hg.1
NA	DRD3	TC03001667.hg.1,TC03003037.hg.1
NA	DIAPH1	TC05001870.hg.1
NA	B3GNT6	TC11000826.hg.1
NA	GPR101	TC0X001421.hg.1
NA	LGR4	TC11001509.hg.1
NA	ANGPTL6	TC19001157.hg.1
NA	SEC1P	TC19002191.hg.1,TC19000708.hg.1
NA	SLC25A46	TC05000517.hg.1
NA	GRIN2A	TC16000854.hg.1,TC16001763.hg.1
NA	SCGN	TC06000157.hg.1
NA	SGCE	TC07001614.hg.1
NA	MIR1295B	
NA	MIR1288	TC17000185.hg.1
NA	LINC01057	TC01005644.hg.1,TC01002889.hg.1
NA	MIR548B	TC06002061.hg.1
NA	VN1R86P	
NA	MIR650	TC22001450.hg.1
NA	MIR647	TC20001042.hg.1
NA	GDF11	TC12000490.hg.1
NA	CARD6	TC05000186.hg.1
NA	LOC101928844	TC19001952.hg.1,TC19000108.hg.1
NA	MIR320E	TC19001654.hg.1
NA	NDST1	TC05000832.hg.1,TC05000831.hg.1
NA	MIR4478	TC09001553.hg.1
NA	MIR518A2	TC19000850.hg.1
NA	MIR422A	TC15001545.hg.1
NA	MIR518A1	TC19000847.hg.1
NA	C1GALT1C1	TC0X002218.hg.1,TC0X001327.hg.1
NA	TFAP2E	TC01000459.hg.1
NA	TRAPPC4	TC11001080.hg.1
NA	LOC100287225	TC18000182.hg.1,TC18000709.hg.1
NA	C8orf37-AS1	TC08000584.hg.1,TC08002023.hg.1
NA	MIR569	TC03001999.hg.1
NA	MIR575	TC04001339.hg.1
NA	MIR584	
NA	LOC100131315	TC15001182.hg.1
NA	OPHN1	TC0X001103.hg.1
NA	MIR628	TC15002774.hg.1
NA	MIR639	
NA	LINC01475	TC10001581.hg.1
NA	WDCP	
NA	WDR76	TC15000337.hg.1
NA	WSB2	TC12002016.hg.1
NA	HAO1	TC20000610.hg.1
NA	MIR604	TC10001145.hg.1
NA	FN3K	TC17000957.hg.1
NA	MIR591	TC07001620.hg.1
NA	FLJ22763	TC03000552.hg.1,TC03002458.hg.1
NA	ZMIZ1-AS1	TC10001448.hg.1,TC10002720.hg.1
NA	ZDHHC9	TC0X001355.hg.1
NA	TXNDC9	TC02005040.hg.1
NA	CELF4	TC18000463.hg.1
NA	MIR449B	TC05001357.hg.1
NA	CYSLTR2	TC13000191.hg.1
NA	DIP2B	TC12000393.hg.1
NA	DFNB31	TC09001510.hg.1
NA	PCCA	TC13000362.hg.1
NA	TPP1	TC11001362.hg.1
NA	SERPINA12	TC14001469.hg.1
NA	RFX1	TC19001227.hg.1
NA	EN1	TC02002248.hg.1
NA	PCSK1	TC05001614.hg.1,TC05003154.hg.1
NA	CDK12	TC17000475.hg.1,TC17000474.hg.1
NA	PSPN	TC19001093.hg.1
NA	CSMD2	TC01002485.hg.1
NA	BLVRB	TC19001542.hg.1
NA	RAB11A	TC15000609.hg.1,TC15002244.hg.1
NA	RAB1A	TC02001922.hg.1
NA	MID1	TC0X001978.hg.1,TC0X000855.hg.1,TC0X000856.hg.1,TC0X001976.hg.1
NA	NXN	TC17000969.hg.1
NA	GALK1	TC17001881.hg.1
NA	AGFG1	TC02001363.hg.1
NA	VSIG4	TC0X001100.hg.1
NA	GSTA3	TC06001805.hg.1
NA	DCT	TC13001632.hg.1,TC13000790.hg.1
NA	SHROOM3	TC04000427.hg.1
NA	EFNA2	TC19002616.hg.1
NA	SSPN	TC12003291.hg.1,TC12002293.hg.1,TC12003290.hg.1
NA	NAV3	TC12000656.hg.1
NA	EFHD1	TC02001405.hg.1
NA	ATP1B1	TC01001473.hg.1
NA	MIR885	TC03001161.hg.1
NA	B9D2	TC19001554.hg.1
NA	PTGIR	TC19001650.hg.1
NA	VNN1	TC06002119.hg.1
NA	MT-ND4	
NA	PLEKHG6	TC12000077.hg.1
NA	PABPC4	TC01002541.hg.1
NA	MT-TL2	
NA	PCDH17	TC13000234.hg.1
NA	RIPK2	TC08002008.hg.1,TC08000545.hg.1
NA	TPSAB1	TC16000746.hg.1,TC16000037.hg.1,TC16001377.hg.1
NA	LILRB1	TC19002654.hg.1
NA	CASK	TC0X000969.hg.1,TC0X002040.hg.1
NA	HVCN1	TC12001967.hg.1
NA	MIR371A	TC19000861.hg.1
NA	ST8SIA2	TC15000883.hg.1
NA	RPLP2	TC11000030.hg.1
NA	PGGT1B	TC05001687.hg.1,TC05003190.hg.1
NA	PDHX	TC11000330.hg.1
NA	GABARAP	TC17001081.hg.1
NA	RPL31	TC02000613.hg.1,TC02004436.hg.1
NA	MT-RNR2	
NA	MT-RNR1	
NA	MMRN1	TC04000493.hg.1
NA	EHHADH	TC03002076.hg.1
NA	PLXNA1	TC03002520.hg.1,TC03000661.hg.1
NA	CALU	TC07000782.hg.1
NA	C4BPA	TC01001733.hg.1,TC01004981.hg.1
NA	CA11	TC19001689.hg.1
NA	CABLES2	TC20001009.hg.1
NA	LOXL1	TC15000670.hg.1
NA	PCSK7	TC11001046.hg.1,TC11002334.hg.1
NA	GINS3	TC16000502.hg.1
NA	ECHS1	TC10001790.hg.1
NA	PLA2G1B	TC12002042.hg.1
NA	SORD	TC15002181.hg.1,TC15000350.hg.1
NA	RNPEP	TC01001669.hg.1
NA	ERV3-1	TC07001452.hg.1
NA	MIR660	TC0X000286.hg.1
NA	MIR652	
NA	FNTA	TC08001898.hg.1,TC08002599.hg.1
NA	ROBO2	TC03000444.hg.1
NA	ATG10	TC05000406.hg.1
NA	PTBP1	TC19000015.hg.1
NA	RNF111	TC15000448.hg.1
NA	NPR1	TC01001262.hg.1
NA	ANKS1A	TC06000510.hg.1
NA	ORM2	TC09002906.hg.1
NA	SLC46A1	TC17001297.hg.1
NA	XCL1	TC01001469.hg.1
NA	TXNL1	TC18000938.hg.1,TC18000532.hg.1
NA	CXXC1	TC18000513.hg.1
NA	CPS1	TC02001246.hg.1
NA	NMNAT2	TC01003614.hg.1
NA	CITED1	TC0X001140.hg.1
NA	CLEC12A	TC12003207.hg.1
NA	CHD8	TC14000917.hg.1
NA	DEF6	TC06000513.hg.1
NA	DESI2	TC01001989.hg.1
NA	CSF2RB	TC22000271.hg.1
NA	PRKG2	TC04001330.hg.1
NA	GOLGA2P10	TC15000778.hg.1,TC15001752.hg.1,TC15001741.hg.1
NA	NFIX	TC19000235.hg.1
NA	MIR568	TC03001669.hg.1
NA	MIR616	TC12001626.hg.1
NA	MIR33B	TC17001193.hg.1
NA	TMEM158	TC03001346.hg.1
NA	LOXL3	TC02002002.hg.1
NA	ELOF1	TC19001187.hg.1
NA	MIR580	TC05001269.hg.1
NA	MIR582	
NA	SRPX	TC0X000954.hg.1
NA	MIR631	TC15001664.hg.1
NA	EDA2R	TC0X001101.hg.1
NA	MIR629	TC15001607.hg.1
NA	MIR661	TC08001738.hg.1
NA	PYGB	TC20000731.hg.1,TC20000168.hg.1,TC20001170.hg.1
NA	STIM2	TC04000184.hg.1
NA	CDC42BPB	TC14001534.hg.1,TC14001880.hg.1
NA	SLC6A14	TC0X000571.hg.1
NA	GNPDA2	TC04001157.hg.1
NA	MELTF	
NA	SESN1	TC06001997.hg.1
NA	MT-ND6	
NA	SUN2	TC22001495.hg.1
NA	ARL17A	TC17001617.hg.1,TC17000587.hg.1,TC17001613.hg.1,TC17_ctg5_hap1000004.hg.1,TC17001612.hg.1,TC17_ctg5_hap1000002.hg.1,TC17_ctg5_hap1000024.hg.1,TC17_ctg5_hap1000003.hg.1,TC17001618.hg.1
NA	ARL4C	TC02002891.hg.1
NA	RHBDD3	TC22000632.hg.1
NA	GJC1	TC17001585.hg.1
NA	FOXN2	TC02000302.hg.1
NA	SULT1C2	TC02000663.hg.1
NA	PARP14	TC03000634.hg.1
NA	SEC61B	TC09000502.hg.1
NA	QTRT1	TC19002622.hg.1
NA	SGMS1	TC10002640.hg.1,TC10001288.hg.1
NA	BPTF	TC17002859.hg.1
NA	ZSCAN18	TC19002600.hg.1,TC19001911.hg.1
NA	ATP6V0A1	TC17000525.hg.1
NA	ATP5J	TC21000339.hg.1
NA	ATG2B	TC14002145.hg.1,TC14001484.hg.1
NA	PYCR1	TC17001966.hg.1
NA	MIR562	TC02001397.hg.1
NA	MIR561	TC02001104.hg.1
NA	MIR564	TC03000243.hg.1
NA	ABCG5	TC02001794.hg.1
NA	MIR612	TC11000628.hg.1
NA	MIR622	TC13000320.hg.1
NA	VSNL1	TC02000104.hg.1
NA	RNR1	
NA	RAD51AP1	TC12000062.hg.1
NA	TAX1BP3	TC17002884.hg.1
NA	TM4SF4	TC03000806.hg.1
NA	EPB41L2	TC06002106.hg.1
NA	PCSK5	TC09000347.hg.1
NA	TAS2R38	TC07001935.hg.1
NA	TP53COR1	
NA	GCDH	TC19000231.hg.1
NA	ANKRD12	TC18000042.hg.1
NA	CBLL1	TC07000696.hg.1,TC07002520.hg.1
NA	CATSPER3	TC05003412.hg.1
NA	FKBP10	TC17000517.hg.1
NA	NECTIN3	
NA	PHACTR3	TC20000472.hg.1
NA	GADD45B	TC19001938.hg.1,TC19000055.hg.1
NA	NOC3L	TC10001545.hg.1
NA	NKD1	TC16001546.hg.1,TC16000440.hg.1
NA	NCF4	TC22000270.hg.1
NA	TBR1	TC02004998.hg.1
NA	TALDO1	TC11000027.hg.1
NA	TMEM200A	TC06000979.hg.1
NA	TENM3	TC04002346.hg.1,TC04000881.hg.1
NA	BTG4	TC11002281.hg.1,TC11002279.hg.1
NA	HSPB6	TC19002460.hg.1,TC19001453.hg.1
NA	INPP1	TC02001118.hg.1
NA	ADD1	TC04000039.hg.1
NA	TMEM25	TC11003468.hg.1
NA	CHPF	TC02002800.hg.1
NA	CDH22	TC20000898.hg.1
NA	GINS1	TC20000169.hg.1
NA	EGFL8	TC6_qbl_hap6000077.hg.1,TC06000394.hg.1,TC6_apd_hap1000043.hg.1,TC6_cox_hap2000086.hg.1,TC6_mcf_hap5000072.hg.1,TC06002723.hg.1,TC6_mann_hap4000070.hg.1,TC6_ssto_hap7000072.hg.1
NA	MIR578	TC04000830.hg.1
NA	MIR576	TC04000563.hg.1
NA	MIR633	TC17000763.hg.1
NA	VPS35	TC16001875.hg.1,TC16001084.hg.1
NA	MIR614	
NA	PTGDR2	TC11001843.hg.1
NA	MIR632	TC17000375.hg.1
NA	OCM2	TC07001632.hg.1
NA	SUCLA2	TC13000652.hg.1
NA	ADAMDEC1	TC08000191.hg.1
NA	MIR654	TC14000735.hg.1
NA	ATF7	TC12001552.hg.1
NA	AGXT	TC02001471.hg.1
NA	RBFOX1	TC16000141.hg.1
NA	ZBED6	TC01001692.hg.1,TC01006049.hg.1
NA	ACOXL	TC02000694.hg.1
NA	POLR1D	TC13000079.hg.1
NA	OTUB1	TC11003500.hg.1,TC11002711.hg.1
NA	PON3	TC07003068.hg.1,TC07003364.hg.1
NA	KIF26B	TC01001996.hg.1,TC01005155.hg.1,TC01005156.hg.1
NA	SPATA2	TC20000929.hg.1
NA	SNCB	TC05002096.hg.1
NA	ICT1	TC17000839.hg.1
NA	LMAN1	TC18000547.hg.1
NA	NR2F6	TC19001270.hg.1
NA	GATA3-AS1	TC10001023.hg.1,TC10002457.hg.1
NA	PRICKLE1	TC12001405.hg.1,TC12002841.hg.1
NA	ABCF1	TC06000341.hg.1,TC6_qbl_hap6000032.hg.1,TC6_ssto_hap7000032.hg.1,TC6_dbb_hap3000032.hg.1,TC6_mann_hap4000034.hg.1,TC6_cox_hap2000039.hg.1,TC6_mcf_hap5000026.hg.1
NA	MAP9	TC04001667.hg.1
NA	LCORL	TC04001070.hg.1,TC04002481.hg.1
NA	CHST15	TC10001725.hg.1
NA	VIL1	TC02001303.hg.1
NA	UPF2	TC10002474.hg.1,TC10001039.hg.1
NA	USP29	TC19000933.hg.1
NA	CYP2F1	TC19000573.hg.1
NA	MIR455	TC09000581.hg.1
NA	NME4	TC16002049.hg.1
NA	CDHR5	TC11002983.hg.1,TC11001242.hg.1
NA	DCBLD1	TC06000931.hg.1
NA	CYP51A1	TC07003059.hg.1,TC07003361.hg.1
NA	DOK2	TC08001031.hg.1
NA	DNAJB1P1	
NA	ATG16L1	TC02001415.hg.1
NA	UBE4A	TC11001062.hg.1
NA	F11	TC04002370.hg.1,TC04000916.hg.1
NA	ADSL	TC22001472.hg.1
NA	APOBEC3A	TC22001099.hg.1,TC22001424.hg.1
NA	MNX1	TC07002074.hg.1
NA	NABP1	TC02001128.hg.1
NA	MED13L	TC12002004.hg.1
NA	SEMA6A	TC05001700.hg.1
NA	BCAT1	TC12001309.hg.1
NA	SECISBP2	TC09000417.hg.1
NA	BICC1	TC10000362.hg.1
NA	BOLL	TC02002650.hg.1
NA	SH3GL3	TC15002329.hg.1,TC15000798.hg.1
NA	MICU2	TC13000474.hg.1
NA	SLA	TC08001658.hg.1
NA	SLC25A28	TC10001582.hg.1
NA	IL36B	TC02002220.hg.1
NA	LBP	TC20000282.hg.1
NA	SUSD6	TC14000417.hg.1
NA	SLC35C1	TC11000387.hg.1
NA	SLC35A1	TC06004096.hg.1
NA	SLC7A2	TC08000127.hg.1,TC08001816.hg.1
NA	RFPL4A	TC19000910.hg.1
NA	LNX2	TC13000511.hg.1
NA	SAMD14	TC17001678.hg.1
NA	GC20M031241	
NA	SASS6	TC01002916.hg.1
NA	SCN1A	TC02004673.hg.1,TC02002496.hg.1,TC02004674.hg.1
NA	PRPS2	TC0X000050.hg.1
NA	RPL27AP8	
NA	PCBD2	TC05003413.hg.1
NA	SETD1B	TC12000963.hg.1
NA	PARP11	TC12001116.hg.1
NA	MFAP3L	TC04001729.hg.1
NA	BOP1	TC08001744.hg.1,TC08001743.hg.1
NA	PARP6	TC15002777.hg.1
NA	ARL5A	TC02002429.hg.1
NA	MIR1297	TC13000697.hg.1
NA	ATP11A	TC13000411.hg.1,TC13000412.hg.1
NA	B4GALT3	TC01003420.hg.1
NA	ZNF79	TC09000665.hg.1
NA	LHX4	TC01001561.hg.1
NA	ZNF492	TC19000400.hg.1
NA	MIR548D1	TC01002910.hg.1,TC08001585.hg.1
NA	MBD6	TC12000533.hg.1
NA	MIR548D2	TC16000250.hg.1,TC17001816.hg.1
NA	SCN8A	TC12000407.hg.1,TC12002360.hg.1
NA	VANGL2	TC01001369.hg.1
NA	FAM173B	TC05001157.hg.1
NA	TACR2	TC10001356.hg.1
NA	MT-TQ	
NA	MT-TR	
NA	TFCP2	TC12001502.hg.1
NA	MIR1915	TC10001093.hg.1
NA	TBPL1	TC06001002.hg.1
NA	TAS2R14	TC12001235.hg.1,TC12003304.hg.1
NA	MPP3	TC17001564.hg.1,TC17002653.hg.1
NA	TNFRSF19	TC13000049.hg.1
NA	MYO3A	TC10000179.hg.1
NA	TREH	TC11002352.hg.1
NA	PPM1L	TC03002632.hg.1,TC03000880.hg.1
NA	INTS3	TC01001263.hg.1
NA	NCRUPAR	TC05002458.hg.1,TC05000369.hg.1
NA	APBA1	TC09001193.hg.1,TC09002585.hg.1
NA	CDH24	TC14000947.hg.1
NA	RABGGTA	TC14000972.hg.1
NA	PHKA2	TC0X002005.hg.1,TC0X000900.hg.1,TC0X002006.hg.1
